"Name","Chromosome","Region","Max group mean","Log? fold change","Fold change","P-value","FDR p-value","Bonferroni"
"ENST00000565385","ENST00000565385","1..573","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568652","ENST00000568652","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565132","ENST00000565132","1..437","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564144","ENST00000564144","1..599","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567482","ENST00000567482","1..586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569019","ENST00000569019","1..535","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568765","ENST00000568765","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565436","ENST00000565436","1..557","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000440851","ENST00000440851","1..2202","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219172","ENST00000219172","1..1829","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000445712","ENST00000445712","1..952","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567771","ENST00000567771","1..829","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568388","ENST00000568388","1..759","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565975","ENST00000565975","1..1979","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000311008","ENST00000311008","1..2208","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568900","ENST00000568900","1..2253","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000323081","ENST00000323081","1..2102","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000334536","ENST00000334536","1..2027","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000352260","ENST00000352260","1..1948","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566059","ENST00000566059","1..1615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564476","ENST00000564476","1..890","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561868","ENST00000561868","1..441","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568829","ENST00000568829","1..780","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461023","ENST00000461023","1..6340","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262320","ENST00000262320","1..3643","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000354866","ENST00000354866","1..3324","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000457798","ENST00000457798","1..334","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000481769","ENST00000481769","1..1089","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000199706","ENST00000199706","1..1098","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000483764","ENST00000483764","1..1502","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000481453","ENST00000481453","1..2229","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000429738","ENST00000429738","1..310","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461550","ENST00000461550","1..1478","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000469744","ENST00000469744","1..1467","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000389675","ENST00000389675","1..865","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000441883","ENST00000441883","1..800","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000447696","ENST00000447696","1..722","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000450882","ENST00000450882","1..619","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000431232","ENST00000431232","1..3691","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424078","ENST00000424078","1..844","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000250930","ENST00000250930","1..2346","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000448854","ENST00000448854","1..858","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000467452","ENST00000467452","1..646","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000475348","ENST00000475348","1..639","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000427313","ENST00000427313","1..587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000476735","ENST00000476735","1..801","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000397722","ENST00000397722","1..1232","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000454619","ENST00000454619","1..719","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000448828","ENST00000448828","1..1167","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000444498","ENST00000444498","1..1111","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000460297","ENST00000460297","1..1652","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000382940","ENST00000382940","1..766","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219479","ENST00000219479","1..995","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000433358","ENST00000433358","1..966","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000450036","ENST00000450036","1..985","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000468031","ENST00000468031","1..1861","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219481","ENST00000219481","1..1615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424398","ENST00000424398","1..1012","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439661","ENST00000439661","1..1618","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000437024","ENST00000437024","1..1738","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000445291","ENST00000445291","1..1078","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461802","ENST00000461802","1..878","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461947","ENST00000461947","1..1017","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000465166","ENST00000465166","1..702","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000429116","ENST00000429116","1..721","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461749","ENST00000461749","1..2062","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000469922","ENST00000469922","1..616","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000397710","ENST00000397710","1..742","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000395461","ENST00000395461","1..1448","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566270","ENST00000566270","1..946","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564277","ENST00000564277","1..921","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562472","ENST00000562472","1..615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563964","ENST00000563964","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000395456","ENST00000395456","1..1616","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000454369","ENST00000454369","1..1262","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360872","ENST00000360872","1..1459","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566177","ENST00000566177","1..786","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562701","ENST00000562701","1..816","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568899","ENST00000568899","1..701","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568440","ENST00000568440","1..419","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570232","ENST00000570232","1..707","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564447","ENST00000564447","1..2443","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566415","ENST00000566415","1..617","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000354453","ENST00000354453","1..759","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000303596","ENST00000303596","1..1885","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000262305","ENST00000262305","1..4831","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000434585","ENST00000434585","1..3550","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000452814","ENST00000452814","1..804","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000483002","ENST00000483002","1..585","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000449879","ENST00000449879","1..580","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000412256","ENST00000412256","1..558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000495663","ENST00000495663","1..529","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000487899","ENST00000487899","1..669","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000461009","ENST00000461009","1..514","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000464263","ENST00000464263","1..329","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000457159","ENST00000457159","1..4384","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000450428","ENST00000450428","1..3203","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219169","ENST00000219169","1..2321","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568390","ENST00000568390","1..593","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568233","ENST00000568233","1..589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567105","ENST00000567105","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569436","ENST00000569436","1..1119","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568396","ENST00000568396","1..1179","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570026","ENST00000570026","1..400","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000587481","ENST00000587481","1..2608","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562370","ENST00000562370","1..942","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567216","ENST00000567216","1..3174","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568988","ENST00000568988","1..911","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219611","ENST00000219611","1..4744","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568402","ENST00000568402","1..540","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565010","ENST00000565010","1..1952","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566977","ENST00000566977","1..279","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000358933","ENST00000358933","1..4800","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572221","ENST00000572221","1..5267","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536072","ENST00000536072","1..2375","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574770","ENST00000574770","1..1425","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573992","ENST00000573992","1..3934","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572031","ENST00000572031","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577028","ENST00000577028","1..747","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576972","ENST00000576972","1..747","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572724","ENST00000572724","1..516","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575514","ENST00000575514","1..1016","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575507","ENST00000575507","1..570","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577105","ENST00000577105","1..580","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573985","ENST00000573985","1..482","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575033","ENST00000575033","1..530","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000409413","ENST00000409413","1..2216","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424293","ENST00000424293","1..1350","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000293874","ENST00000293874","1..603","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000409527","ENST00000409527","1..1915","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000409439","ENST00000409439","1..916","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000422307","ENST00000422307","1..1286","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000321878","ENST00000321878","1..3006","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439574","ENST00000439574","1..586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000026218","ENST00000026218","1..2846","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000470411","ENST00000470411","1..2112","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000443147","ENST00000443147","1..2054","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544860","ENST00000544860","1..577","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537901","ENST00000537901","1..464","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000420990","ENST00000420990","1..932","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000480424","ENST00000480424","1..2202","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540241","ENST00000540241","1..608","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000476438","ENST00000476438","1..1775","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540548","ENST00000540548","1..187","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000524087","ENST00000524087","1..3653","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569622","ENST00000569622","1..937","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565417","ENST00000565417","1..3103","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568556","ENST00000568556","1..1305","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000330978","ENST00000330978","1..1012","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424439","ENST00000424439","1..2097","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540585","ENST00000540585","1..2071","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569575","ENST00000569575","1..692","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566290","ENST00000566290","1..753","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568586","ENST00000568586","1..648","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000248139","ENST00000248139","1..2699","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565511","ENST00000565511","1..783","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000509637","ENST00000509637","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563109","ENST00000563109","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564703","ENST00000564703","1..921","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561781","ENST00000561781","1..2439","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535977","ENST00000535977","1..2717","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539661","ENST00000539661","1..2609","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538492","ENST00000538492","1..2569","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000330181","ENST00000330181","1..1165","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565219","ENST00000565219","1..1558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000351581","ENST00000351581","1..762","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567248","ENST00000567248","1..400","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566424","ENST00000566424","1..1140","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573440","ENST00000573440","1..4878","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000319070","ENST00000319070","1..2028","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000338401","ENST00000338401","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000397666","ENST00000397666","1..726","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000301686","ENST00000301686","1..794","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000448973","ENST00000448973","1..1710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000397664","ENST00000397664","1..604","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568077","ENST00000568077","1..588","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000456420","ENST00000456420","1..755","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000397665","ENST00000397665","1..558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564039","ENST00000564039","1..518","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568773","ENST00000568773","1..499","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565163","ENST00000565163","1..485","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568830","ENST00000568830","1..590","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565799","ENST00000565799","1..716","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360423","ENST00000360423","1..1390","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569544","ENST00000569544","1..740","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565290","ENST00000565290","1..906","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563944","ENST00000563944","1..858","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562941","ENST00000562941","1..833","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000344620","ENST00000344620","1..1592","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000395400","ENST00000395400","1..2369","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000307650","ENST00000307650","1..946","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000491999","ENST00000491999","1..1050","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000474840","ENST00000474840","1..702","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575894","ENST00000575894","1..1728","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549950","ENST00000549950","1..1693","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000551411","ENST00000551411","1..523","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549858","ENST00000549858","1..397","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000550665","ENST00000550665","1..1861","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549733","ENST00000549733","1..797","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000551448","ENST00000551448","1..910","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552123","ENST00000552123","1..464","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000547235","ENST00000547235","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548346","ENST00000548346","1..611","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000550690","ENST00000550690","1..675","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000354563","ENST00000354563","1..2676","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552943","ENST00000552943","1..5498","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549091","ENST00000549091","1..5589","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549648","ENST00000549648","1..2345","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000420061","ENST00000420061","1..2342","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000293879","ENST00000293879","1..5488","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000550593","ENST00000550593","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552648","ENST00000552648","1..905","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000546516","ENST00000546516","1..3593","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000547407","ENST00000547407","1..3847","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552728","ENST00000552728","1..3133","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548859","ENST00000548859","1..512","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552683","ENST00000552683","1..2342","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548844","ENST00000548844","1..472","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000550739","ENST00000550739","1..399","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549024","ENST00000549024","1..2257","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000550902","ENST00000550902","1..374","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000546923","ENST00000546923","1..742","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548603","ENST00000548603","1..522","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000547543","ENST00000547543","1..1060","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000553080","ENST00000553080","1..1941","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000547944","ENST00000547944","1..1672","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000315764","ENST00000315764","1..1454","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548448","ENST00000548448","1..393","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000551100","ENST00000551100","1..623","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000546896","ENST00000546896","1..396","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000339176","ENST00000339176","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576758","ENST00000576758","1..397","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576147","ENST00000576147","1..681","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570631","ENST00000570631","1..1509","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000291041","ENST00000291041","1..3481","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575198","ENST00000575198","1..185","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000395389","ENST00000395389","1..1935","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000436527","ENST00000436527","1..1197","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563039","ENST00000563039","1..1843","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561857","ENST00000561857","1..2077","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360121","ENST00000360121","1..6854","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000449759","ENST00000449759","1..610","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219771","ENST00000219771","1..913","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000395384","ENST00000395384","1..2343","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562473","ENST00000562473","1..579","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564967","ENST00000564967","1..2199","2.8442630912","-2.116347183","-4.3359471829","0.5267865434","0.9991606977","1"
"ENST00000329410","ENST00000329410","1..2585","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000400752","ENST00000400752","1..1934","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573845","ENST00000573845","1..357","0","NaN","NaN","NaN","NaN","NaN"
